Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2019,2019 Annual,Excessive Drinking - Ages 18-44,California,19,23.7,-0.2,25.2,22.3,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Excessive Drinking - Ages 45-64,California,21,14.9,-0.33,16.4,13.5,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Excessive Drinking - Ages 65+,California,16,6.5,-0.4,7.6,5.4,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Excessive Drinking - American Indian/Alaskan Native,California,,25.2,,38.3,12.1,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Excessive Drinking - Asian,California,,9.5,,11.7,7.4,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Excessive Drinking - Black,California,,16.0,,20.3,11.8,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Excessive Drinking - College Grad,California,19,16.8,-0.32,18.2,15.4,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Excessive Drinking - Female,California,16,12.1,-0.46,13.2,11,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Excessive Drinking - Hawaiian/Pacific Islander,California,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Excessive Drinking - High School Grad,California,35,19.0,0.67,21.3,16.6,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Excessive Drinking - Hispanic,California,,18.4,,19.9,16.9,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,"Excessive Drinking - Less Than $25,000",California,30,13.7,0,15.3,12,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Excessive Drinking - Less Than High School,California,,14.3,,16.5,12.2,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Excessive Drinking - Male,California,34,23.2,0.09,24.6,21.8,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Excessive Drinking - Multiracial,California,,20.7,,27,14.3,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Excessive Drinking - Other Race,California,,17.1,,23.7,10.4,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Excessive Drinking - Some College,California,27,17.5,-0.03,19.3,15.6,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Excessive Drinking - White,California,37,20.1,0.35,21.5,18.6,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Female-headed household,California,37,13.3,0.64,,,"U.S. Census Bureau, American Community Survey, IPUMS National Historical Geographic Information System, University of Minnesota",2013-2017
2019,2019 Annual,Frequent Mental Distress,California,12,11.4,-0.5,12.1,10.6,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,"Frequent Mental Distress - $25-$49,999",California,10,11.1,-0.84,13,9.2,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,"Frequent Mental Distress - $50-$74,999",California,38,10.7,0.49,13,8.3,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,"Frequent Mental Distress - $75,000 or More",California,31,6.9,0.15,7.9,5.8,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Frequent Mental Distress - Ages 18-44,California,7,13.0,-0.76,14.2,11.8,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Frequent Mental Distress - Ages 45-64,California,13,10.8,-0.68,12,9.6,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Frequent Mental Distress - Ages 65+,California,34,8.2,0.19,9.6,6.8,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Frequent Mental Distress - American Indian/Alaskan Native,California,,22.3,,32.8,11.8,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Frequent Mental Distress - Asian,California,,7.4,,9.4,5.3,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Frequent Mental Distress - Black,California,,16.4,,20.2,12.6,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Frequent Mental Distress - College Grad,California,15,7.0,-0.38,7.9,6.1,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Frequent Mental Distress - Female,California,8,12.8,-0.74,14,11.7,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Frequent Mental Distress - Hawaiian/Pacific Islander,California,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Frequent Mental Distress - High School Grad,California,14,11.4,-0.83,13.2,9.6,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Frequent Mental Distress - Hispanic,California,,11.5,,12.7,10.3,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,"Frequent Mental Distress - Less Than $25,000",California,2,16.7,-1.25,18.5,14.8,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Frequent Mental Distress - Less Than High School,California,1,11.0,-1.32,12.8,9.1,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Frequent Mental Distress - Male,California,20,9.9,-0.4,10.8,8.9,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Frequent Mental Distress - Multiracial,California,,16.2,,21.9,10.4,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Frequent Mental Distress - Other Race,California,,15.8,,23.4,8.1,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Frequent Mental Distress - Some College,California,25,13.2,0.05,14.8,11.5,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Frequent Mental Distress - White,California,13,11.5,-0.63,12.7,10.4,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Frequent Physical Distress,California,27,12.2,0.1,12.9,11.4,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,"Frequent Physical Distress - $25-$49,999",California,21,13.3,-0.41,15.4,11.2,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,"Frequent Physical Distress - $50-$74,999",California,44,10.9,0.8,13.5,8.2,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,"Frequent Physical Distress - $75,000 or More",California,44,7.1,1.16,8.2,6,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Frequent Physical Distress - Ages 18-44,California,26,7.5,0,8.4,6.6,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Frequent Physical Distress - Ages 45-64,California,28,16.3,0,17.8,14.7,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Frequent Physical Distress - Ages 65+,California,23,17.1,-0.25,19.2,15.1,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Frequent Physical Distress - American Indian/Alaskan Native,California,,18.8,,29,8.7,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Frequent Physical Distress - Asian,California,,6.7,,9,4.5,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Frequent Physical Distress - Black,California,,14.4,,18.2,10.7,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Frequent Physical Distress - College Grad,California,30,7.5,0.39,8.4,6.6,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Frequent Physical Distress - Female,California,26,13.4,-0.09,14.6,12.3,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Frequent Physical Distress - Hawaiian/Pacific Islander,California,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Frequent Physical Distress - High School Grad,California,24,15.5,-0.24,17.6,13.4,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Frequent Physical Distress - Hispanic,California,,13.9,,15.2,12.6,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,"Frequent Physical Distress - Less Than $25,000",California,9,22.8,-0.74,25,20.7,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Frequent Physical Distress - Less Than High School,California,9,17.6,-0.98,19.8,15.4,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Frequent Physical Distress - Male,California,22,10.8,-0.3,11.8,9.8,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Frequent Physical Distress - Multiracial,California,,13.6,,18.9,8.3,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Frequent Physical Distress - Other Race,California,,11.7,,18.4,4.9,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Frequent Physical Distress - Some College,California,39,15.0,0.53,16.8,13.2,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Frequent Physical Distress - White,California,22,12.2,-0.19,13.3,11.1,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Fruits,California,9,1.6,1.14,1.6,1.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,Heart Attack,California,2,3,-1.4,3.4,2.6,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,"Heart Attack - $25-$49,999",California,,3.7,,5.1,2.4,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,"Heart Attack - $50-$74,999",California,,2.6,,3.7,1.6,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,"Heart Attack - $75,000 or More",California,,2.2,,2.9,1.6,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Heart Attack - Ages 18-44,California,,0.8,,1.2,0.4,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Heart Attack - Ages 45-64,California,2,3.3,-1.37,4.1,2.5,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Heart Attack - Ages 65+,California,1,8.1,-1.66,9.5,6.7,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Heart Attack - American Indian/Alaskan Native,California,,,,11.2,1.9,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Heart Attack - Asian,California,,,,4.5,1.1,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Heart Attack - Black,California,,3.9,,5.7,2.1,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Heart Attack - College Grad,California,4,2.3,-0.69,2.8,1.7,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Heart Attack - Female,California,3,2.3,-1.25,2.9,1.8,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Heart Attack - Hawaiian/Pacific Islander,California,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Heart Attack - High School Grad,California,1,2.7,-2,3.5,1.9,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Heart Attack - Hispanic,California,,2.6,,3.2,2,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,"Heart Attack - Less Than $25,000",California,1,5.7,-1.51,6.8,4.5,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Heart Attack - Less Than High School,California,,4.6,,5.9,3.4,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Heart Attack - Male,California,1,3.7,-1.55,4.4,3.1,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Heart Attack - Multiracial,California,,,,3.3,0.8,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Heart Attack - Other Race,California,,,,5.7,0.7,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Heart Attack - Some College,California,,4.1,,5.1,3,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Heart Attack - White,California,3,3.3,-1.47,3.9,2.8,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Heart Disease,California,5,3.2,-0.91,3.6,2.7,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,"Heart Disease - $25-$49,999",California,,3.5,,5,2,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,"Heart Disease - $50-$74,999",California,,2.8,,3.9,1.6,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,"Heart Disease - $75,000 or More",California,22,2.9,0,3.7,2.2,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Heart Disease - Ages 18-44,California,,1,,1.3,0.6,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Heart Disease - Ages 45-64,California,6,3.3,-0.93,4.2,2.4,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Heart Disease - Ages 65+,California,4,8.7,-1.22,10.1,7.2,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Heart Disease - American Indian/Alaskan Native,California,,,,22.1,4.8,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Heart Disease - Asian,California,,,,4.2,1,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Heart Disease - Black,California,,4.7,,6.7,2.7,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Heart Disease - College Grad,California,8,2.6,-0.61,3.1,2,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Heart Disease - Female,California,,2.4,,2.9,1.9,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Heart Disease - Hawaiian/Pacific Islander,California,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Heart Disease - High School Grad,California,2,3.2,-1.84,4.2,2.2,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Heart Disease - Hispanic,California,,2.2,,2.8,1.7,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,"Heart Disease - Less Than $25,000",California,4,4.8,-1.23,5.8,3.7,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Heart Disease - Less Than High School,California,,3.7,,4.7,2.6,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Heart Disease - Male,California,4,3.9,-1.09,4.6,3.2,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Heart Disease - Multiracial,California,,,,8.2,0.9,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Heart Disease - Other Race,California,,,,3.1,0,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Heart Disease - Some College,California,,4.8,,6,3.6,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Heart Disease - White,California,7,3.8,-1,4.5,3.1,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,High Blood Pressure,California,4,28.4,-0.92,29.6,27.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,"High Blood Pressure - $25-$49,999",California,5,32.9,-1.14,36.3,29.6,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,"High Blood Pressure - $50-$74,999",California,16,32.6,-0.44,36.7,28.6,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,"High Blood Pressure - $75,000 or More",California,12,26.4,-0.62,28.7,24.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,High Blood Pressure - Ages 18-44,California,5,11.3,-0.95,12.6,10.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,High Blood Pressure - Ages 45-64,California,13,37.4,-0.56,39.8,35,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,High Blood Pressure - Ages 65+,California,15,57.7,-0.64,60.8,54.6,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,High Blood Pressure - American Indian/Alaskan Native,California,,43.5,,58.5,28.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,High Blood Pressure - Asian,California,,21.7,,25.8,17.6,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,High Blood Pressure - Black,California,,46,,52.4,39.6,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,High Blood Pressure - College Grad,California,9,25.2,-0.68,27.2,23.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,High Blood Pressure - Female,California,6,26.3,-0.89,28.1,24.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,High Blood Pressure - Hawaiian/Pacific Islander,California,,,,57.2,10.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,High Blood Pressure - High School Grad,California,3,32.8,-1.56,35.9,29.6,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,High Blood Pressure - Hispanic,California,,24.7,,26.7,22.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,"High Blood Pressure - Less Than $25,000",California,4,37,-1.22,40,34.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,High Blood Pressure - Less Than High School,California,8,35.2,-0.91,38.6,31.8,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,High Blood Pressure - Male,California,4,30.5,-1.02,32.3,28.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,High Blood Pressure - Multiracial,California,,27.3,,34.8,19.8,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,High Blood Pressure - Other Race,California,,40.1,,51,29.3,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,High Blood Pressure - Some College,California,15,35.2,-0.5,38,32.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,High Blood Pressure - White,California,15,31.3,-0.67,33.1,29.6,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,High Cholesterol,California,7,30.8,-0.83,32.1,29.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,"High Cholesterol - $25-$49,999",California,11,34.6,-0.5,38.4,30.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,"High Cholesterol - $50-$74,999",California,36,37,0.49,41.5,32.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,"High Cholesterol - $75,000 or More",California,15,30,-0.86,32.4,27.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,High Cholesterol - Ages 18-44,California,24,15.6,-0.27,17.3,13.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,High Cholesterol - Ages 45-64,California,18,39.1,-0.5,41.6,36.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,High Cholesterol - Ages 65+,California,8,48.8,-0.89,51.9,45.6,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,High Cholesterol - American Indian/Alaskan Native,California,,41.2,,56.7,25.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,High Cholesterol - Asian,California,,28.3,,33.1,23.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,High Cholesterol - Black,California,,25,,31,19.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,High Cholesterol - College Grad,California,3,29.5,-1.2,31.5,27.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,High Cholesterol - Female,California,9,28.8,-1.11,30.7,26.8,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,High Cholesterol - Hawaiian/Pacific Islander,California,,,,55.8,9.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,High Cholesterol - High School Grad,California,8,33.8,-1.17,37.2,30.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,High Cholesterol - Hispanic,California,,28,,30.3,25.8,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,"High Cholesterol - Less Than $25,000",California,9,35.7,-0.89,38.8,32.6,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,High Cholesterol - Less Than High School,California,10,36.4,-0.77,40.1,32.6,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,High Cholesterol - Male,California,11,32.8,-0.7,34.8,30.8,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,High Cholesterol - Multiracial,California,,32.3,,41.2,23.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,High Cholesterol - Other Race,California,,35.5,,47.3,23.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,High Cholesterol - Some College,California,19,35.2,-0.26,38.2,32.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,High Cholesterol - White,California,21,34.7,-0.38,36.6,32.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,High Health Status,California,32,48.9,-0.29,50.1,47.7,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,"High Health Status - $25-$49,999",California,45,39.9,-0.91,43,36.8,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,"High Health Status - $50-$74,999",California,44,50.0,-0.69,54,46.1,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,"High Health Status - $75,000 or More",California,18,66.7,0.27,68.8,64.6,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,High Health Status - Ages 18-44,California,43,52.5,-0.99,54.3,50.8,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,High Health Status - Ages 45-64,California,29,46.1,-0.02,48.2,44,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,High Health Status - Ages 65+,California,18,44.4,0.59,47.3,41.5,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,High Health Status - American Indian/Alaskan Native,California,,40.7,,53.3,28,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,High Health Status - Asian,California,,50.9,,55.1,46.6,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,High Health Status - Black,California,,48.3,,53.5,43.1,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,High Health Status - College Grad,California,21,65.7,0.25,67.5,63.8,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,High Health Status - Female,California,31,48.3,-0.1,50.1,46.6,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,High Health Status - Hawaiian/Pacific Islander,California,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,High Health Status - High School Grad,California,15,42.9,0.73,45.9,39.9,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,High Health Status - Hispanic,California,,35.4,,37.2,33.5,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,"High Health Status - Less Than $25,000",California,28,27.1,0.11,29.4,24.8,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,High Health Status - Less Than High School,California,40,22.0,-0.41,24.9,19.1,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,High Health Status - Male,California,32,49.5,-0.16,51.2,47.8,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,High Health Status - Multiracial,California,,51.9,,59.7,44.2,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,High Health Status - Other Race,California,,50.6,,59.9,41.3,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,High Health Status - Some College,California,24,49.3,0.21,51.9,46.8,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,High Health Status - White,California,4,60.3,1.43,62,58.6,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,High School Graduation,California,34,82.7,-0.44,,,"U.S. Department of Education, National Center for Education Statistics",2017
2019,2019 Annual,High School Graduation - American Indian/Alaska Native,California,,68.2,,,,"U.S. Department of Education, National Center for Education Statistics",2017
2019,2019 Annual,High School Graduation - Asian/Pacific Islander,California,17,92.6,,,,"U.S. Department of Education, National Center for Education Statistics",2017
2019,2019 Annual,High School Graduation - Black,California,36,73.1,,,,"U.S. Department of Education, National Center for Education Statistics",2017
2019,2019 Annual,High School Graduation - Hispanic,California,20,80.3,,,,"U.S. Department of Education, National Center for Education Statistics",2017
2019,2019 Annual,High School Graduation - White,California,34,87.3,,,,"U.S. Department of Education, National Center for Education Statistics",2017
2019,2019 Annual,HPV Immunization Females,California,37,50.1,-0.45,60,40.1,"CDC, National Immunization Survey-Teen",2018
2019,2019 Annual,HPV Immunization Females - Above Poverty,California,28,51.8,,63.5,39.9,"CDC, National Immunization Survey-Teen",2018
2019,2019 Annual,HPV Immunization Females - Below Poverty,California,,40.4,,60.4,23.2,"CDC, National Immunization Survey-Teen",2018
2019,2019 Annual,HPV Immunization Females - Black,California,,,,,,"CDC, National Immunization Survey-Teen",2018
2019,2019 Annual,HPV Immunization Females - Hispanic,California,,45.3,,58.6,32.6,"CDC, National Immunization Survey-Teen",2018
2019,2019 Annual,HPV Immunization Females - White,California,20,54.2,,71.9,35.5,"CDC, National Immunization Survey-Teen",2018
2019,2019 Annual,HPV Immunization Males,California,15,55.1,0.6,65,44.7,"CDC, National Immunization Survey-Teen",2018
2019,2019 Annual,HPV Immunization Males - Above Poverty,California,27,47.5,,59.8,35.5,"CDC, National Immunization Survey-Teen",2018
2019,2019 Annual,HPV Immunization Males - Below Poverty,California,,78.9,,90.2,60.2,"CDC, National Immunization Survey-Teen",2018
2019,2019 Annual,HPV Immunization Males - Black,California,,,,,,"CDC, National Immunization Survey-Teen",2018
2019,2019 Annual,HPV Immunization Males - Hispanic,California,,62.5,,75.8,46.9,"CDC, National Immunization Survey-Teen",2018
2019,2019 Annual,HPV Immunization Males - White,California,,38.6,,57.6,22.5,"CDC, National Immunization Survey-Teen",2018
2019,2019 Annual,Immunizations - Adolescents,California,20,0.052,0.052,,,America's Health Rankings composite measure,2019
2019,2019 Annual,Immunizations - Children,California,39,68.6,-0.44,76.4,59.5,"CDC, National Immunization Survey-Child",2017
2019,2019 Annual,Immunizations - Children - Above Poverty,California,,75.3,,83.6,64.6,"CDC, National Immunization Survey-Child",2017
2019,2019 Annual,Immunizations - Children - Below Poverty,California,,50.7,,66.8,34.5,"CDC, National Immunization Survey-Child",2017
2019,2019 Annual,Immunizations - Children - Black,California,,,,,,"CDC, National Immunization Survey-Child",2017
2019,2019 Annual,Immunizations - Children - Hispanic,California,,66.7,,77.6,53.5,"CDC, National Immunization Survey-Child",2017
2019,2019 Annual,Immunizations - Children - White,California,,67.4,,80.4,51,"CDC, National Immunization Survey-Child",2017
2019,2019 Annual,Income Disparity Ratio,California,42,5.16,0.52,,,"U.S. Census Bureau, American Community Survey",2018
2019,2019 Annual,Infant Mortality,California,5,4.2,-1.35,,,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files; Natality public-use data",2016-2017
2019,2019 Annual,Infectious Disease,California,30,-0.033,-0.03,,,America's Health Rankings composite measure,2019
2019,2019 Annual,Injury Deaths,California,2,51.4,-1.36,51.8,50.9,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2015-2017
2019,2019 Annual,Injury Deaths - Ages 15-24,California,6,43.1,,44.1,42.1,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2015-2017
2019,2019 Annual,Injury Deaths - Ages 25-34,California,1,51.2,,52.2,50.1,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2015-2017
